1	16	3	13	2	15	4	10	5	14	6	9	7	12	8	11	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
112430	86990	134460	103070	168250	88901	138650	191500	103110	225890	242170	100420	178620	120110	94541	137590	-1	9	9	9	12.5	12.5	12.5	92.114	0	323.31	643160000	8	A2AJT4	A2AJT4	Arginine/serine-rich protein PNISR	Pnisr	58	sp|A2AJT4|PNISR_MOUSE Arginine/serine-rich protein PNISR OS=Mus musculus OX=10090 GN=Pnisr PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	8.7	8.7	8.7	61.558	0	323.31	0	0	A2AKB9;A2AKB9-3;A2AKB9-4;A2AKB9-2	A2AKB9;A2AKB9-3	DDB1- and CUL4-associated factor 10	Dcaf10	59	sp|A2AKB9|DCA10_MOUSE DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10 PE=1 SV=1;sp|A2AKB9-3|DCA10_MOUSE Isoform 3 of DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10
64315	30699	92024	37374	84103	36905	62893	83181	35969	56170	68681	57347	70682	41208	26296	74787	-1	5	5	5	2.8	2.8	2.8	198.95	0	19.555	248630000	5	A2AKG8;A2AKG8-3	A2AKG8	Focadhesin	Focad	60	sp|A2AKG8|FOCAD_MOUSE Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1
46322	34230	49063	40912	49117	41971	55714	64022	28072	60133	66745	66079	44748	61515	31496	59212	-1	7	7	7	3.9	3.9	3.9	297.59	0	156.66	54076000	6	A2AKX3;A2AKX3-2	A2AKX3;A2AKX3-2	Probable helicase senataxin	Setx	61	sp|A2AKX3|SETX_MOUSE Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx PE=1 SV=1;sp|A2AKX3-2|SETX_MOUSE Isoform 2 of Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	3.7	3.7	3.7	103.89	0	4.676	0	0	A2ALK8	A2ALK8	Tyrosine-protein phosphatase non-receptor type 3	Ptpn3	63	sp|A2ALK8|PTN3_MOUSE Tyrosine-protein phosphatase non-receptor type 3 OS=Mus musculus OX=10090 GN=Ptpn3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	2.6	2.6	2.6	73.432	0	30.182	0	0	A2ALS5;A2ALS5-4;A2ALS5-3;A2ALS5-2	A2ALS5;A2ALS5-4;A2ALS5-3;A2ALS5-2	Rap1 GTPase-activating protein 1	Rap1gap	64	sp|A2ALS5|RPGP1_MOUSE Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap PE=1 SV=2;sp|A2ALS5-4|RPGP1_MOUSE Isoform 4 of Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap;sp|A2ALS5-3|RPGP1_MOUSE Isoform 3 of Rap1 GTPase-
513760	1613700	1264500	550300	1634800	850460	2088100	1670400	496210	1921300	2096000	404530	1308200	1982800	1533000	1151200	-1	55	55	54	42.3	42.3	41.7	164.7	0	323.31	3712800000	41	A2ALU4;A2ALU4-2	A2ALU4	Protein Shroom2	Shroom2	65	sp|A2ALU4|SHRM2_MOUSE Protein Shroom2 OS=Mus musculus OX=10090 GN=Shroom2 PE=1 SV=1
59818	40458	79533	36486	105550	47285	95727	119530	41043	63105	67069	73150	64822	92725	32927	94494	-1	5	5	5	15.4	15.4	15.4	41.937	0	10.212	308110000	4	A2ALW5;A2ALW5-2	A2ALW5;A2ALW5-2	DnaJ homolog subfamily C member 25	Dnajc25	66	sp|A2ALW5|DJC25_MOUSE DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25 PE=1 SV=1;sp|A2ALW5-2|DJC25_MOUSE Isoform 2 of DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25
2638.69995117188	1362.09997558594	3005.10009765625	1469	2949.39990234375	2363.10009765625	1663.40002441406	3242	1623.40002441406	1863.69995117188	1677.19995117188	2081.39990234375	2380.5	2125.19995117188	653.22998046875	3156.5	-1	3	3	3	8.5	8.5	8.5	35.725	0	7.7016	10792000	1	A2AM05-2;A2AM05-4;A2AM05	A2AM05-2;A2AM05-4;A2AM05	Centlein	Cntln	67	sp|A2AM05-2|CNTLN_MOUSE Isoform 2 of Centlein OS=Mus musculus OX=10090 GN=Cntln;sp|A2AM05-4|CNTLN_MOUSE Isoform 4 of Centlein OS=Mus musculus OX=10090 GN=Cntln;sp|A2AM05|CNTLN_MOUSE Centlein OS=Mus musculus OX=10090 GN=Cntln PE=1 SV=1
129890	112150	268130	132470	193260	209010	194970	219180	116530	231180	222880	159130	307610	205360	97754	279590	-1	9	9	9	20.6	20.6	20.6	63.375	0	323.31	220360000	6	A2AM29	A2AM29	Protein AF-9	Mllt3	68	sp|A2AM29|AF9_MOUSE Protein AF-9 OS=Mus musculus OX=10090 GN=Mllt3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	7.2	7.2	7.2	41.008	0.0095171	1.161	0	0	A2AMM0	A2AMM0	Muscle-related coiled-coil protein	Murc	69	sp|A2AMM0|CAVN4_MOUSE Caveolae-associated protein 4 OS=Mus musculus OX=10090 GN=Cavin4 PE=1 SV=1
352.320007324219	1394.69995117188	269.920013427734	618.830017089844	331.760009765625	452.679992675781	216.75	NaN	730.719970703125	318.510009765625	485.170013427734	406.709991455078	335.970001220703	1079.80004882813	NaN	589.919982910156	-1	2	2	1	33.8	33.8	14.9	7.7849	0.00025003	2.3616	7291600	1	A2AMZ4	A2AMZ4	Uncharacterized protein C17orf89 homolog		70	sp|A2AMZ4|NDUF8_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8 OS=Mus musculus OX=10090 GN=Ndufaf8 PE=1 SV=1
1698800	896340	1754500	1211200	1428700	1128000	1310700	1401100	1156000	1131300	1264800	1775400	1699900	1366500	845780	1687800	-1	76	76	76	18.1	18.1	18.1	570.29	0	323.31	11536000000	87	A2AN08-3;A2AN08;A2AN08-5;A2AN08-2;A2AN08-4	A2AN08-3;A2AN08;A2AN08-5;A2AN08-2	E3 ubiquitin-protein ligase UBR4	Ubr4	71	sp|A2AN08-3|UBR4_MOUSE Isoform 3 of E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4;sp|A2AN08|UBR4_MOUSE E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1;sp|A2AN08-5|UBR4_MOUSE Isoform 5 of E3 ubiquitin-protein
123600	30380	71537	16422	74641	13771	98895	63392	14522	48399	61915	68198	19338	84764	37520	36749	-1	8	8	8	15.6	15.6	15.6	85.893	0	22.083	225580000	7	A2APB8	A2APB8	Targeting protein for Xklp2	Tpx2	72	sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1
387330	127820	146170	641960	240970	185820	133280	290670	542100	380600	402030	505080	288980	143980	128230	177340	-1	18	18	16	16.9	16.9	15.5	123.1	0	144.88	317270000	11	A2APV2;A2APV2-2;A2APV2-3;Q9JL26-2;Q9JL26	A2APV2;A2APV2-2;A2APV2-3	Formin-like protein 2	Fmnl2	73	sp|A2APV2|FMNL2_MOUSE Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2 PE=1 SV=2;sp|A2APV2-2|FMNL2_MOUSE Isoform 2 of Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2;sp|A2APV2-3|FMNL2_MOUSE Isoform 3 of Formin-like protein 2 OS=Mus musculus
200250	177350	177900	187260	300980	112430	299300	294720	183440	330250	362660	196580	239340	254030	200600	182410	-1	4	4	4	12.2	12.2	12.2	38.404	0	9.8562	776630000	5	A2APY7;A2APY7-2	A2APY7;A2APY7-2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5	Ndufaf5	74	sp|A2APY7|NDUF5_MOUSE Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5 PE=1 SV=1;sp|A2APY7-2|NDUF5_MOUSE Isoform 2 of Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5
865390	550310	894060	744630	959870	673000	903830	901720	733790	1010700	1108100	897500	1083500	804910	584730	870380	-1	23	23	23	30.5	30.5	30.5	80.796	0	58.626	1942000000	24	A2AQ19	A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	75	sp|A2AQ19|RTF1_MOUSE RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1
527640	167010	328060	340060	319980	112500	368970	416800	344130	116280	154480	514360	169940	505940	152140	451880	-1	25	25	25	16.2	16.2	16.2	213.03	0	323.31	586420000	19	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-8;A2AQ25-9;A2AQ25-6;A2AQ25-5;A2AQ25-7	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-8	Sickle tail protein	Skt	76	sp|A2AQ25|SKT_MOUSE Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1;sp|A2AQ25-2|SKT_MOUSE Isoform 2 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;sp|A2AQ25-4|SKT_MOUSE Isoform 4 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	4	4	4	2.9	2.9	2.9	190.48	0	26.992	0	0	A2AQH4	A2AQH4	BCL-6 corepressor-like protein 1	Bcorl1	77	sp|A2AQH4|BCORL_MOUSE BCL-6 corepressor-like protein 1 OS=Mus musculus OX=10090 GN=Bcorl1 PE=2 SV=1
669040	630550	777810	708280	888790	563180	956780	956230	702380	1185500	1329400	733350	1026100	804110	722720	768660	-1	23	23	23	29	29	29	88.324	0	323.31	1707000000	11	A2AR02	A2AR02	Peptidyl-prolyl cis-trans isomerase G	Ppig	78	sp|A2AR02|PPIG_MOUSE Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	1.8	1.8	1.8	55.978	0.005968	1.4074	0	0	A2AR50-2;A2AR50-3;A2AR50	A2AR50-2;A2AR50-3;A2AR50	Ras-specific guanine nucleotide-releasing factor RalGPS1	Ralgps1	79	sp|A2AR50-2|RGPS1_MOUSE Isoform 2 of Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus OX=10090 GN=Ralgps1;sp|A2AR50-3|RGPS1_MOUSE Isoform 3 of Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus OX=10090 GN=Ralg
22642	32918	58374	9752	79647	27602	73694	86884	9224.400390625	32779	40475	18297	41333	62659	28284	56319	-1	2	2	2	6.4	6.4	6.4	33.931	0	4.1518	31924000	2	A2AR95-3;A2AR95;A2AR95-2	A2AR95-3;A2AR95;A2AR95-2	Low-density lipoprotein receptor class A domain-containing protein 3	Ldlrad3	80	sp|A2AR95-3|LRAD3_MOUSE Isoform 3 of Low-density lipoprotein receptor class A domain-containing protein 3 OS=Mus musculus OX=10090 GN=Ldlrad3;sp|A2AR95|LRAD3_MOUSE Low-density lipoprotein receptor class A domain-containing protein 3 OS=Mus musculus OX=1009
10439	7044.5	8326.5	8841.2001953125	13191	6237.5	14446	13065	5942.2998046875	13618	19055	11486	10311	12101	8278.7001953125	10268	-1	6	4	4	5.2	3.4	3.4	157.55	0	8.7488	46266000	1	A2ARP1-3;A2ARP1-2;A2ARP1;A2ARP1-7;A2ARP1-6	A2ARP1-3;A2ARP1-2;A2ARP1;A2ARP1-7	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	Ppip5k1	81	sp|A2ARP1-3|VIP1_MOUSE Isoform 3 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Mus musculus OX=10090 GN=Ppip5k1;sp|A2ARP1-2|VIP1_MOUSE Isoform 2 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
43430	582330	341250	68409	3135700	339600	1227300	3051400	33428	1754100	2295900	39732	402120	1254700	654670	276600	-1	65	65	65	14.8	14.8	14.8	519.2	0	323.31	5326700000	80	A2ARV4	A2ARV4	Low-density lipoprotein receptor-related protein 2	Lrp2	82	sp|A2ARV4|LRP2_MOUSE Low-density lipoprotein receptor-related protein 2 OS=Mus musculus OX=10090 GN=Lrp2 PE=1 SV=1
5261.10009765625	3380.10009765625	3615	4173.2998046875	3884.19995117188	3198	2740.80004882813	2758	3954	3231.5	5170.7001953125	4791.2998046875	3695.30004882813	3253.69995117188	3103.89990234375	2832.10009765625	-1	1	1	1	6.4	6.4	6.4	21.083	0.00012553	2.4613	8364100	1	A2AS55-2;A2AS55	A2AS55-2;A2AS55	Ankyrin repeat domain-containing protein 16	Ankrd16	83	sp|A2AS55-2|ANR16_MOUSE Isoform 2 of Ankyrin repeat domain-containing protein 16 OS=Mus musculus OX=10090 GN=Ankrd16;sp|A2AS55|ANR16_MOUSE Ankyrin repeat domain-containing protein 16 OS=Mus musculus OX=10090 GN=Ankrd16 PE=1 SV=1
35034	9803.900390625	14591	25836	12996	8445	17067	10161	23390	12258	14987	40374	15342	12906	9410.5	15335	-1	2	2	2	4.8	4.8	4.8	62.216	0	12.458	24796000	2	A2ASA8	A2ASA8	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1	Itpripl1	84	sp|A2ASA8|IPIL1_MOUSE Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 OS=Mus musculus OX=10090 GN=Itpripl1 PE=2 SV=2
94478	131990	288070	57735	974120	116720	408880	1223900	31813	586470	605730	92826	174570	550120	107700	291230	-1	19	19	19	16.4	16.4	16.4	198.33	0	316.35	876320000	21	A2ASQ1-3;A2ASQ1-2;A2ASQ1	A2ASQ1-3;A2ASQ1-2;A2ASQ1	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	Agrn	85	sp|A2ASQ1-3|AGRIN_MOUSE Isoform 3 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1-2|AGRIN_MOUSE Isoform 2 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1
240730	345040	284720	315600	193320	265800	392830	175230	243510	268150	264090	251200	386620	339930	325030	279670	-1	10	10	10	0.3	0.3	0.3	3906.4	0	4.005	1208100000	6	A2ASS6;A2ASS6-2	A2ASS6;A2ASS6-2	Titin	Ttn	86	sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1;sp|A2ASS6-2|TITIN_MOUSE Isoform 2 of Titin OS=Mus musculus OX=10090 GN=Ttn
35016	25456	19933	28926	39760	16665	37190	43141	28551	46088	51700	29884	20745	33880	23305	24387	-1	3	2	2	6.8	5.1	5.1	52.62	0	3.8441	33256000	3	A2ASZ8;A2ASZ8-4;A2ASZ8-5;A2ASZ8-2;A2ASZ8-3	A2ASZ8;A2ASZ8-4;A2ASZ8-5;A2ASZ8-2;A2ASZ8-3	Calcium-binding mitochondrial carrier protein SCaMC-2	Slc25a25	87	sp|A2ASZ8|SCMC2_MOUSE Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25 PE=1 SV=1;sp|A2ASZ8-4|SCMC2_MOUSE Isoform 4 of Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25;sp|A2
625240	529680	634000	737870	735620	535600	649860	812320	587820	908040	910860	901310	848830	707510	500370	740220	-1	17	17	17	16.7	16.7	16.7	147.55	0	42.475	1628700000	18	A2AT37	A2AT37		Upf2	88	sp|A2AT37|RENT2_MOUSE Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1
69841	132620	82180	96964	113880	85094	136050	143630	83199	168310	170120	104140	101020	142570	121690	90658	-1	5	5	5	5.4	5.4	5.4	102.79	0	4.9932	67466000	6	A2ATU0	A2ATU0	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	89	sp|A2ATU0|DHTK1_MOUSE Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Mus musculus OX=10090 GN=Dhtkd1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	1	1	1	196.53	0	3.824	0	0	A2AUM9	A2AUM9	Centrosomal protein of 152 kDa	Cep152	90	sp|A2AUM9|CE152_MOUSE Centrosomal protein of 152 kDa OS=Mus musculus OX=10090 GN=Cep152 PE=1 SV=1
13924	21218	15568	16312	23936	10035	24681	28280	16842	29996	30311	15610	13350	22283	21995	13024	-1	2	2	2	16	16	16	23.752	0	10.327	46059000	3	A2AUU0-5;A2AUU0;A2AUU0-2;A2AUU0-4;A2AUU0-3	A2AUU0-5;A2AUU0;A2AUU0-2;A2AUU0-4;A2AUU0-3	Methyltransferase-like protein 8	Mettl8	91	sp|A2AUU0-5|METL8_MOUSE Isoform 5 of mRNA N(3)-methylcytidine methyltransferase METTL8 OS=Mus musculus OX=10090 GN=Mettl8;sp|A2AUU0|METL8_MOUSE mRNA N(3)-methylcytidine methyltransferase METTL8 OS=Mus musculus OX=10090 GN=Mettl8 PE=1 SV=2;sp|A2AUU0-2|METL8
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3.5	3.5	3.5	35.341	0.0095149	1.157	3954500	1	A2AUU0-6	A2AUU0-6	Methyltransferase-like protein 8	Mettl8	92	sp|A2AUU0-6|METL8_MOUSE Isoform 6 of mRNA N(3)-methylcytidine methyltransferase METTL8 OS=Mus musculus OX=10090 GN=Mettl8
102670	4409.39990234375	121230	75634	17367	75314	6908.39990234375	22673	58120	12148	11633	142740	107630	3908.5	3112	112810	-1	8	8	8	2.6	2.6	2.6	387.45	0	12.656	160860000	9	A2AVA0;A2AVA0-2	A2AVA0	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	Svep1	93	sp|A2AVA0|SVEP1_MOUSE Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Svep1 PE=1 SV=1
122110	72551	111320	165970	105200	107020	73950	117450	145370	158570	162610	137390	199160	89815	54744	136350	-1	3	3	3	7	7	7	56.033	0	2.8473	208440000	3	A2AVZ9;A2AVZ9-2	A2AVZ9;A2AVZ9-2	Solute carrier family 43 member 3	Slc43a3	94	sp|A2AVZ9|S43A3_MOUSE Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3 PE=1 SV=1;sp|A2AVZ9-2|S43A3_MOUSE Isoform 2 of Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3
1696400	673870	1188600	1135900	1007100	791850	958230	1051100	1025900	948340	986680	1590400	1259200	834100	611840	1067300	-1	30	30	21	31	31	20.9	120.8	0	323.31	3238500000	33	A2AWA9;A2AWA9-2	A2AWA9;A2AWA9-2	Rab GTPase-activating protein 1	Rabgap1	95	sp|A2AWA9|RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1;sp|A2AWA9-2|RBGP1_MOUSE Isoform 2 of Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1
19267	32352	25868	36899	25575	37277	32849	62823	14381	89131	96954	53439	28584	55075	25146	59478	-1	3	3	3	5.2	5.2	5.2	75.269	0	3.277	32390000	1	A2AWL7-4;A2AWL7-2;A2AWL7-3;A2AWL7	A2AWL7-4;A2AWL7-2;A2AWL7-3;A2AWL7	MAX gene-associated protein	Mga	96	sp|A2AWL7-4|MGAP_MOUSE Isoform 4 of MAX gene-associated protein OS=Mus musculus OX=10090 GN=Mga;sp|A2AWL7-2|MGAP_MOUSE Isoform 2 of MAX gene-associated protein OS=Mus musculus OX=10090 GN=Mga;sp|A2AWL7-3|MGAP_MOUSE Isoform 3 of MAX gene-associated protein
47132	31699	60001	38790	52090	40975	43286	58492	34716	52129	60577	55988	43282	55681	26803	66575	-1	3	3	3	16.1	16.1	16.1	38.594	0	323.31	22220000	1	A2AWT3;A2AWT3-2	A2AWT3;A2AWT3-2	Ataxin-7-like protein 3	Atxn7l3	97	sp|A2AWT3|AT7L3_MOUSE Ataxin-7-like protein 3 OS=Mus musculus OX=10090 GN=Atxn7l3 PE=1 SV=1;sp|A2AWT3-2|AT7L3_MOUSE Isoform 2 of Ataxin-7-like protein 3 OS=Mus musculus OX=10090 GN=Atxn7l3
577950	320690	545070	412820	478380	339080	476270	528240	419960	592630	655620	549240	574690	424340	347320	513200	-1	8	8	8	20.4	20.4	20.4	49.374	0	28.584	4231400000	9	A2BDX3	A2BDX3	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	Mocs3	98	sp|A2BDX3|MOCS3_MOUSE Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1
899620	898630	1347800	961880	1601600	1116500	1086600	1586300	1004900	1856200	2043600	928970	1669900	996800	843090	1401700	-1	21	21	21	24.9	24.9	24.9	87.577	0	184.3	1664700000	22	A2BE28-2;A2BE28	A2BE28-2;A2BE28	Ribosomal biogenesis protein LAS1L	Las1l	99	sp|A2BE28-2|LAS1L_MOUSE Isoform 2 of Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l;sp|A2BE28|LAS1L_MOUSE Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1
1123600	957310	2037600	1195800	1862800	1660400	1308100	1715800	1021100	2042200	2105200	1210300	2564800	1249800	904250	2185300	-1	46	46	44	26.6	26.6	25.4	242.09	0	323.31	4496000000	43	A2BH40;A2BH40-3;A2BH40-4;A2BH40-2	A2BH40;A2BH40-3;A2BH40-4;A2BH40-2	AT-rich interactive domain-containing protein 1A	Arid1a	100	sp|A2BH40|ARI1A_MOUSE AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1;sp|A2BH40-3|ARI1A_MOUSE Isoform 3 of AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a;sp|A2BH40-4|ARI1A_M
4868	3848.80004882813	5570.89990234375	4719.60009765625	5236.7998046875	3969.69995117188	6876.2001953125	6859.2001953125	3161.80004882813	6884.2001953125	5167.39990234375	5141.7001953125	5035	6457.5	2871.30004882813	6530.7998046875	-1	1	1	1	2.3	2.3	2.3	90.375	0	9.3225	8093700	2	A2CE44	A2CE44	Zinc finger X-linked protein ZXDB	Zxdb	101	sp|A2CE44|ZXDB_MOUSE Zinc finger X-linked protein ZXDB OS=Mus musculus OX=10090 GN=Zxdb PE=1 SV=1
64242	55364	94763	73520	99696	58549	77806	106040	65208	83606	95180	78439	117190	73065	62445	84447	-1	11	8	7	5.9	5.3	4.7	271.14	0	323.31	880130000	8	A2CG49-2;A2CG49;A2CG49-7;A2CG49-9;A2CG49-8;A2CG49-10;A2CG49-5;A2CG49-4;A2CG49-6	A2CG49-2;A2CG49;A2CG49-7;A2CG49-9;A2CG49-8;A2CG49-10	Kalirin	Kalrn	102	sp|A2CG49-2|KALRN_MOUSE Isoform 2 of Kalirin OS=Mus musculus OX=10090 GN=Kalrn;sp|A2CG49|KALRN_MOUSE Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1;sp|A2CG49-7|KALRN_MOUSE Isoform 7 of Kalirin OS=Mus musculus OX=10090 GN=Kalrn;sp|A2CG49-9|KALRN_MOUSE
205210	122750	353190	162250	643590	174340	348110	673590	121980	612620	654290	217530	317420	292310	137710	369750	-1	22	22	21	17.8	17.8	17	137.32	0	323.31	340580000	10	A2CG63-2;A2CG63	A2CG63-2;A2CG63	AT-rich interactive domain-containing protein 4B	Arid4b	103	sp|A2CG63-2|ARI4B_MOUSE Isoform 2 of AT-rich interactive domain-containing protein 4B OS=Mus musculus OX=10090 GN=Arid4b;sp|A2CG63|ARI4B_MOUSE AT-rich interactive domain-containing protein 4B OS=Mus musculus OX=10090 GN=Arid4b PE=1 SV=1
855410	432590	525210	474370	589410	336830	787680	604640	460090	418110	424310	815130	459700	739760	399350	485390	-1	17	17	17	16.6	16.6	16.6	161.94	0	323.31	583310000	17	A2RSJ4	A2RSJ4	UHRF1-binding protein 1-like	Uhrf1bp1l	104	sp|A2RSJ4|UH1BL_MOUSE UHRF1-binding protein 1-like OS=Mus musculus OX=10090 GN=Uhrf1bp1l PE=1 SV=2
46927	34081	20730	32885	15447	13270	44787	15908	34974	18997	22766	47321	19856	42284	32922	18725	-1	8	8	8	8.1	8.1	8.1	144.63	0	78.619	87707000	6	A2RSQ0	A2RSQ0	DENN domain-containing protein 5B	Dennd5b	105	sp|A2RSQ0|DEN5B_MOUSE DENN domain-containing protein 5B OS=Mus musculus OX=10090 GN=Dennd5b PE=1 SV=2
131820	76453	110120	118820	102450	82590	85436	102200	98551	121240	145130	142460	126860	71776	72010	96007	-1	5	5	5	18.4	18.4	18.4	36.632	0	8.3876	210110000	5	A2RSX7;A2RSX7-2	A2RSX7	tRNA wybutosine-synthesizing protein 5	Tyw5	106	sp|A2RSX7|TYW5_MOUSE tRNA wybutosine-synthesizing protein 5 OS=Mus musculus OX=10090 GN=Tyw5 PE=2 SV=2
25218	19124	30489	24549	34599	22778	35380	37392	25684	50300	56423	28666	38710	29814	22949	32086	-1	7	7	7	8.7	8.7	8.7	96.134	0	117.58	89137000	3	A2RSY1;A2RSY1-2;A2RSY1-3	A2RSY1;A2RSY1-2;A2RSY1-3	KAT8 regulatory NSL complex subunit 3	Kansl3	107	sp|A2RSY1|KANL3_MOUSE KAT8 regulatory NSL complex subunit 3 OS=Mus musculus OX=10090 GN=Kansl3 PE=1 SV=1;sp|A2RSY1-2|KANL3_MOUSE Isoform 2 of KAT8 regulatory NSL complex subunit 3 OS=Mus musculus OX=10090 GN=Kansl3;sp|A2RSY1-3|KANL3_MOUSE Isoform 3 of KAT8
