Pooled_1	U1_V3_1	U1_V3_2	U1_V9_1	U1_V9_2	U1_V15_1	U1_V15_2	U1_V21_1	U1_V21_2	U1_I3_1	U1_I3_2	U1_I9_1	U1_I9_2	U1_I15_1	U1_I15_2	U1_I21_1	U1_I21_2	Pooled_2	U2_V3_1	U2_V3_2	U2_V9_1	U2_V9_2	U2_V15_1	U2_V15_2	U2_V21_1	U2_V21_2	U2_I3_1	U2_I3_2	U2_I9_1	U2_I9_2	U2_I15_1	U2_I15_2	U2_I21_1	U2_I21_2	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
9311.599609375	7284.7998046875	5206.2998046875	7995.39990234375	8921.5	8411.2998046875	3356	7486.7998046875	6874.2001953125	5332.10009765625	6151.2001953125	4640.7998046875	7123.39990234375	4310.2998046875	9083.7998046875	7138.60009765625	5934.2001953125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	7.4	7.4	7.4	56.878	0	285.32	1	A2AIG8;A2AIG8-2	A2AIG8;A2AIG8-2	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Accs	44	sp|A2AIG8|1A1L1_MOUSE 1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Mus musculus OX=10090 GN=Accs PE=2 SV=1;sp|A2AIG8-2|1A1L1_MOUSE Isoform 2 of 1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Mus musculus OX=10090 GN=Accs
516160	635520	423750	601070	584160	567090	237540	398510	433430	631250	352460	491980	575890	435250	682110	376040	520470	1486200	1939500	1625200	1740000	1729700	2393200	1916000	2081600	1616800	1361700	1748900	1566900	1814300	1873600	1797700	1353600	2061200	3	3	3	15.6	15.6	15.6	38.362	0	5.7779	7	A2AIL4	A2AIL4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	Ndufaf6	45	sp|A2AIL4|NDUF6_MOUSE NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Mus musculus OX=10090 GN=Ndufaf6 PE=1 SV=1
56967	63348	45400	67145	61528	70080	35512	43663	51106	74058	37226	62150	68553	57645	72255	54184	59292	43917	64058	57049	38659	52823	81688	60992	66140	48494	37009	62503	50950	61701	57708	75839	53109	59447	8	8	8	7	7	7	201.44	0	323.31	8	A2AIV2;A2AIV2-2	A2AIV2;A2AIV2-2	Protein virilizer homolog	Kiaa1429	46	sp|A2AIV2|VIR_MOUSE Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1;sp|A2AIV2-2|VIR_MOUSE Isoform 2 of Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.5	3.5	3.5	62.461	0.0001374	2.982	0	A2AIV8	A2AIV8	Caspase recruitment domain-containing protein 9	Card9	47	sp|A2AIV8|CARD9_MOUSE Caspase recruitment domain-containing protein 9 OS=Mus musculus OX=10090 GN=Card9 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	12.8	12.8	12.8	40.155	0	323.31	0	A2AIW0-3;A2AIW0;A2AIW0-5;A2AIW0-4;A2AIW0-2	A2AIW0-3;A2AIW0;A2AIW0-5;A2AIW0-4;A2AIW0-2	Serologically defined colon cancer antigen 3 homolog	Sdccag3	48	sp|A2AIW0-3|ENTR1_MOUSE Isoform 3 of Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1;sp|A2AIW0|ENTR1_MOUSE Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1 PE=1 SV=1;sp|A2AIW0-5|ENTR1_MOUSE Isoform
236050	297430	225120	318630	325730	329700	207110	259050	263220	283070	204230	202330	269460	251670	220540	197870	241730	355670	402150	441840	444220	413780	588230	530390	537610	417490	248810	426030	363320	373930	444200	429900	305870	392060	7	7	7	11.1	11.1	11.1	75.149	0	84.06	10	A2AJ15	A2AJ15	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	Man1b1	49	sp|A2AJ15|MA1B1_MOUSE Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Mus musculus OX=10090 GN=Man1b1 PE=1 SV=1
452980	550760	424320	644950	440040	550180	426840	467190	482910	568120	462920	447480	597720	611240	587030	401260	496150	440280	501750	425950	476320	509430	593210	552820	479410	413560	352620	467050	410930	435760	479020	511960	395380	560860	11	11	11	13	13	13	150.49	0	323.31	13	A2AJ88;A2AJ88-2;A2AJ88-3	A2AJ88;A2AJ88-2;A2AJ88-3	Patatin-like phospholipase domain-containing protein 7	Pnpla7	50	sp|A2AJ88|PLPL7_MOUSE Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7 PE=1 SV=1;sp|A2AJ88-2|PLPL7_MOUSE Isoform 2 of Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7;sp|A2AJ
96118	96383	68639	100970	121030	84975	53050	80531	65439	86071	71611	60704	87664	87183	86764	85178	88624	255730	388200	361200	396270	414060	469550	447330	379090	350070	268250	301100	283700	345300	319490	410130	271360	466450	9	9	9	18.7	18.7	18.7	93.275	0	171.36	8	A2AJI0;A2AJI0-2	A2AJI0;A2AJI0-2	MAP7 domain-containing protein 1	Map7d1	51	sp|A2AJI0|MA7D1_MOUSE MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1;sp|A2AJI0-2|MA7D1_MOUSE Isoform 2 of MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14148	11424	19491	NaN	18499	23477	25687	19609	11981	9424.5	20069	7937.5	16405	15001	10695	8234.599609375	23593	4	3	3	1.5	1.2	1.2	334.06	0	80.106	1	A2AJK6;A2AJK6-3	A2AJK6;A2AJK6-3	Chromodomain-helicase-DNA-binding protein 7	Chd7	52	sp|A2AJK6|CHD7_MOUSE Chromodomain-helicase-DNA-binding protein 7 OS=Mus musculus OX=10090 GN=Chd7 PE=1 SV=1;sp|A2AJK6-3|CHD7_MOUSE Isoform 3 of Chromodomain-helicase-DNA-binding protein 7 OS=Mus musculus OX=10090 GN=Chd7
5686000	6281100	4556300	7423900	6799300	6539400	4232700	4965700	4766000	6908900	5520100	5101400	7122700	6303200	6612800	5141200	6336900	7853300	9268100	9237000	8882000	9213700	12597000	10940000	10208000	7696800	6274900	8752100	8473800	9463000	9253800	9478900	7851800	10866000	22	22	22	52.9	52.9	52.9	60.336	0	323.31	110	A2AJL3;A2AJL3-2	A2AJL3;A2AJL3-2	FGGY carbohydrate kinase domain-containing protein	Fggy	53	sp|A2AJL3|FGGY_MOUSE FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy PE=1 SV=1;sp|A2AJL3-2|FGGY_MOUSE Isoform 2 of FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11293	14807	14643	12275	17851	23112	19218	17996	14125	9902.5	18386	15638	12124	13964	19176	11859	18070	1	1	1	2.5	2.5	2.5	83.603	0.0001368	2.8681	1	A2AJQ3;A2AJQ3-2	A2AJQ3;A2AJQ3-2	Probable C-mannosyltransferase DPY19L4	Dpy19l4	54	sp|A2AJQ3|D19L4_MOUSE Probable C-mannosyltransferase DPY19L4 OS=Mus musculus OX=10090 GN=Dpy19l4 PE=2 SV=1;sp|A2AJQ3-2|D19L4_MOUSE Isoform 2 of Probable C-mannosyltransferase DPY19L4 OS=Mus musculus OX=10090 GN=Dpy19l4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	9.6	9.6	9.6	92.114	0	323.31	3	A2AJT4	A2AJT4	Arginine/serine-rich protein PNISR	Pnisr	55	sp|A2AJT4|PNISR_MOUSE Arginine/serine-rich protein PNISR OS=Mus musculus OX=10090 GN=Pnisr PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	8.1	8.1	8.1	61.558	0	43.326	0	A2AKB9;A2AKB9-4;A2AKB9-2	A2AKB9;A2AKB9-4;A2AKB9-2	DDB1- and CUL4-associated factor 10	Dcaf10	56	sp|A2AKB9|DCA10_MOUSE DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10 PE=1 SV=1;sp|A2AKB9-4|DCA10_MOUSE Isoform 4 of DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10;sp|A2AKB9-2|DCA10_MOUSE Isoform 2 of DDB1- an
191350	252420	170980	256730	228170	260140	157290	162480	183400	251790	202410	202720	265100	214300	220880	180650	225800	79575	81449	81835	85544	128940	103840	103920	112250	69066	57088	83411	70970	89037	90746	91823	73167	89921	8	8	8	5.8	5.8	5.8	198.95	0	114.44	10	A2AKG8;A2AKG8-2;A2AKG8-3	A2AKG8	Focadhesin	Focad	57	sp|A2AKG8|FOCAD_MOUSE Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1
1440600	1681900	991440	1462900	1409800	1505600	671480	1132800	1169400	1791400	1123400	1478600	1751000	1495900	1809900	1329200	1617300	1697200	1976100	1881400	1758700	1724700	2012400	1926000	2002000	1745200	1205500	1683800	2044000	1897900	1673000	1881700	1508200	2182500	12	12	4	35.8	35.8	13	46.07	0	279.2	43	A2AKK5;A2AKK5-2	A2AKK5;A2AKK5-2	Acyl-coenzyme A amino acid N-acyltransferase 1	Acnat1	58	sp|A2AKK5|ACNT1_MOUSE Acyl-coenzyme A amino acid N-acyltransferase 1 OS=Mus musculus OX=10090 GN=Acnat1 PE=1 SV=1;sp|A2AKK5-2|ACNT1_MOUSE Isoform 2 of Acyl-coenzyme A amino acid N-acyltransferase 1 OS=Mus musculus OX=10090 GN=Acnat1
124550	135670	105660	151740	142280	204090	71255	112070	122710	136130	139560	96613	154260	135910	141200	130300	143080	19827	35964	36100	55128	28163	45752	38474	43308	22932	18620	53053	35167	48778	54027	42766	66778	56393	2	2	2	9.2	9.2	9.2	33.829	0	67.143	4	A2AKQ0-2;A2AKQ0	A2AKQ0-2;A2AKQ0		Slc35d1	59	sp|A2AKQ0-2|S35D1_MOUSE Isoform 2 of UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter OS=Mus musculus OX=10090 GN=Slc35d1;sp|A2AKQ0|S35D1_MOUSE UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter OS=Mus musculus OX=10090 GN=Slc35d1 PE=2 SV=2
288100	278840	209070	345500	284500	349890	236710	210650	207550	402270	331590	315070	438530	321380	405190	299340	448330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	2.8	2.8	2.8	297.59	0	114.01	3	A2AKX3;A2AKX3-2	A2AKX3;A2AKX3-2	Probable helicase senataxin	Setx	60	sp|A2AKX3|SETX_MOUSE Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx PE=1 SV=1;sp|A2AKX3-2|SETX_MOUSE Isoform 2 of Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx
57533	57694	34524	52422	61233	47007	8088.7001953125	39081	39227	65666	42513	70450	61347	71369	79458	42171	63032	55172	86587	58884	65356	77441	109160	68085	93636	49728	65865	84427	90448	79780	73743	101170	49048	73513	9	9	9	13.3	13.3	13.3	103.89	0	87.017	8	A2ALK8	A2ALK8	Tyrosine-protein phosphatase non-receptor type 3	Ptpn3	61	sp|A2ALK8|PTN3_MOUSE Tyrosine-protein phosphatase non-receptor type 3 OS=Mus musculus OX=10090 GN=Ptpn3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	4.7	4.7	4.7	73.432	0	50.927	0	A2ALS5;A2ALS5-2;A2ALS5-3;A2ALS5-4	A2ALS5;A2ALS5-2;A2ALS5-3;A2ALS5-4	Rap1 GTPase-activating protein 1	Rap1gap	62	sp|A2ALS5|RPGP1_MOUSE Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap PE=1 SV=2;sp|A2ALS5-2|RPGP1_MOUSE Isoform 2 of Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap;sp|A2ALS5-3|RPGP1_MOUSE Isoform 3 of Rap1 GTPase-
379130	406220	268040	466030	459580	426630	231080	354970	358010	434540	305690	327940	456230	394370	421210	337390	388820	224960	261630	263660	265540	294050	384110	300010	364080	227760	165540	265980	270360	285260	270880	303680	213420	328170	29	29	29	27.6	27.6	27.6	164.7	0	323.31	27	A2ALU4;A2ALU4-2	A2ALU4	Protein Shroom2	Shroom2	63	sp|A2ALU4|SHRM2_MOUSE Protein Shroom2 OS=Mus musculus OX=10090 GN=Shroom2 PE=1 SV=1
117810	168660	84831	128090	104140	167960	28572	73101	117420	159090	72455	109260	148450	97663	122210	94629	123850	42495	50877	61839	67928	62966	73549	69832	77900	59492	45526	60406	54404	61821	61732	70525	40606	52871	8	8	8	23	23	23	41.937	0	75.404	14	A2ALW5;A2ALW5-2	A2ALW5;A2ALW5-2	DnaJ homolog subfamily C member 25	Dnajc25	64	sp|A2ALW5|DJC25_MOUSE DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25 PE=1 SV=1;sp|A2ALW5-2|DJC25_MOUSE Isoform 2 of DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.1	6.1	6.1	41.008	0	323.31	0	A2AMM0	A2AMM0	Muscle-related coiled-coil protein	Murc	65	sp|A2AMM0|CAVN4_MOUSE Caveolae-associated protein 4 OS=Mus musculus OX=10090 GN=Cavin4 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20252	34374	22845	29777	38356	46169	30502	33406	30724	15732	28745	29701	35530	28417	22094	13781	27836	1	1	1	24.3	24.3	24.3	7.7849	0.00013782	3.0658	1	A2AMZ4	A2AMZ4	Uncharacterized protein C17orf89 homolog		66	sp|A2AMZ4|NDUF8_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8 OS=Mus musculus OX=10090 GN=Ndufaf8 PE=1 SV=1
6673500	7915000	5320100	8350700	7696400	7473400	4747300	5956700	5791100	8104100	6115800	6317200	8654600	7210600	7503500	5896500	7297400	3446800	4351100	3903000	4022900	4661700	5201800	4621300	4743800	3374200	2929000	3939400	3765800	4426800	4133000	4539600	3387600	4322700	79	79	79	22.3	22.3	22.3	572.28	0	323.31	182	A2AN08;A2AN08-5;A2AN08-3;A2AN08-2;A2AN08-4	A2AN08;A2AN08-5;A2AN08-3;A2AN08-2	E3 ubiquitin-protein ligase UBR4	Ubr4	67	sp|A2AN08|UBR4_MOUSE E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1;sp|A2AN08-5|UBR4_MOUSE Isoform 5 of E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4;sp|A2AN08-3|UBR4_MOUSE Isoform 3 of E3 ubiquitin-protein
263670	213380	176600	285970	241380	264590	137720	184180	172560	340100	242530	236100	425410	266730	232670	248080	261060	280620	353350	256480	310560	387530	448690	420390	389170	234150	325750	403560	323040	438340	396880	515380	314850	414980	15	15	15	32.9	32.9	32.9	83.589	0	323.31	26	A2APT9	A2APT9	Kelch domain-containing protein 7A	Klhdc7a	68	sp|A2APT9|KLD7A_MOUSE Kelch domain-containing protein 7A OS=Mus musculus OX=10090 GN=Klhdc7a PE=1 SV=3
473070	498740	366270	703510	606320	593140	318170	506950	494830	553300	401330	442780	787300	518830	597970	418210	857640	383720	495430	432660	591670	545740	729340	554820	507840	378110	339450	486160	419170	486100	499300	498270	331430	499140	3	3	3	9.9	9.9	9.9	38.404	0.00013732	2.9659	9	A2APY7;A2APY7-2	A2APY7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5	Ndufaf5	69	sp|A2APY7|NDUF5_MOUSE Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5 PE=1 SV=1
234840	222100	152970	280520	270900	221800	196080	342180	218860	305600	442960	206110	504260	223200	214610	259040	302860	209710	230980	169180	378610	188180	203080	182460	260120	186570	212510	213300	193370	201450	208320	242140	394820	285900	10	6	6	23.1	18.4	18.4	50.44	0	323.31	10	A2AQ07	A2AQ07	Tubulin beta-1 chain	Tubb1	70	sp|A2AQ07|TBB1_MOUSE Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1
31267	57494	27304	61669	50013	52509	32016	39804	39073	77446	44632	48861	64927	61350	66961	42461	57843	130280	151890	125200	139730	142260	203640	161890	140090	122770	92398	123940	133430	128440	142280	138890	125810	171550	5	5	5	9.4	9.4	9.4	80.796	0	47.943	15	A2AQ19	A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	71	sp|A2AQ19|RTF1_MOUSE RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1
171910	216020	134560	214000	199670	179090	146570	162250	150010	166970	153730	170540	241000	193800	247830	140270	195690	184600	220590	195670	255390	254700	282210	215280	243490	201170	145450	196540	149740	196150	206510	229900	181120	244300	16	16	16	11.9	11.9	11.9	213.03	0	236.37	17	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-8;A2AQ25-5;A2AQ25-9;A2AQ25-6;A2AQ25-7	A2AQ25;A2AQ25-2;A2AQ25-4;A2AQ25-3;A2AQ25-8;A2AQ25-5;A2AQ25-9;A2AQ25-6	Sickle tail protein	Skt	72	sp|A2AQ25|SKT_MOUSE Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1;sp|A2AQ25-2|SKT_MOUSE Isoform 2 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;sp|A2AQ25-4|SKT_MOUSE Isoform 4 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	2	2	3.6	1	1	221.49	0.0030109	1.7592	2	A2AQP0	A2AQP0	Myosin-7B	Myh7b	73	sp|A2AQP0|MYH7B_MOUSE Myosin-7B OS=Mus musculus OX=10090 GN=Myh7b PE=3 SV=1
385900	460180	280460	402100	395900	413980	204460	256740	295620	521410	330830	359730	516290	399990	540700	364710	430650	108000	108090	94469	105670	94194	156400	114150	112100	95821	82681	111450	116910	147540	155820	153710	106530	130760	12	12	12	18.4	18.4	18.4	88.324	0	184.71	15	A2AR02	A2AR02	Peptidyl-prolyl cis-trans isomerase G	Ppig	74	sp|A2AR02|PPIG_MOUSE Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1
9198.7001953125	8883.2001953125	6877.7001953125	12135	14296	10513	6248.2001953125	6928.2001953125	8580.7001953125	9685.599609375	9830.7001953125	7857	15074	12946	12973	11775	9090.099609375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.9	1.9	1.9	117.55	0	4.4031	2	A2ARA8	A2ARA8	Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain	Itga8	75	sp|A2ARA8|ITA8_MOUSE Integrin alpha-8 OS=Mus musculus OX=10090 GN=Itga8 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	2	2	6.5	2.9	2.9	159.92	0	255.1	0	A2ARP1;A2ARP1-3;A2ARP1-2	A2ARP1;A2ARP1-3;A2ARP1-2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	Ppip5k1	76	sp|A2ARP1|VIP1_MOUSE Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Mus musculus OX=10090 GN=Ppip5k1 PE=1 SV=1;sp|A2ARP1-3|VIP1_MOUSE Isoform 3 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=
3188500	3654800	2575300	4103100	3716000	4002100	2488100	2953800	3255600	4344500	2939900	3037100	4164700	3515800	3779900	3121000	3674700	1979400	2073700	1902400	2041900	2223600	2842100	2305100	2581600	1801400	1561000	2123400	2055300	2401800	2353400	2208700	1608700	2727000	10	10	10	44.7	44.7	44.7	38.255	0	323.31	102	A2AS89	A2AS89	Agmatinase, mitochondrial	Agmat	78	sp|A2AS89|SPEB_MOUSE Agmatinase, mitochondrial OS=Mus musculus OX=10090 GN=Agmat PE=1 SV=1
425180	417400	316220	443990	417300	467560	264950	338630	324660	555700	404570	386930	539240	452630	468200	349950	416860	417270	495070	476140	529910	660810	597310	506870	505900	409080	431540	571080	596710	549690	545340	623960	594920	550000	21	21	21	17.6	17.6	17.6	207.54	0	323.31	38	A2ASQ1;A2ASQ1-3;A2ASQ1-2	A2ASQ1;A2ASQ1-3;A2ASQ1-2	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	Agrn	79	sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1;sp|A2ASQ1-3|AGRIN_MOUSE Isoform 3 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1-2|AGRIN_MOUSE Isoform 2 of Agrin OS=Mus musculus OX=10090 GN=Agrn
1561600	444020	262730	416260	382960	419360	489250	1650600	325700	459710	315420	645650	7814400	351330	438610	1671200	13714000	1143900	240830	286270	14808000	704470	370340	678210	301090	221500	161570	229000	206920	306040	261210	849040	281360	354290	115	115	104	4.9	4.9	4.5	3906.4	0	323.31	163	A2ASS6;A2ASS6-2	A2ASS6;A2ASS6-2	Titin	Ttn	80	sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1;sp|A2ASS6-2|TITIN_MOUSE Isoform 2 of Titin OS=Mus musculus OX=10090 GN=Ttn
144700	138940	100630	171430	149810	173290	96373	57927	115530	148020	34308	143710	81600	177800	220520	116280	213220	221660	297530	245590	220750	235110	286780	238700	310030	141890	145820	237020	142590	255040	191280	286010	171940	216990	7	7	7	19.5	19.5	19.5	55.287	0	17.113	14	A2ASZ8-2;A2ASZ8-3;A2ASZ8;A2ASZ8-4;A2ASZ8-5	A2ASZ8-2;A2ASZ8-3;A2ASZ8;A2ASZ8-4;A2ASZ8-5	Calcium-binding mitochondrial carrier protein SCaMC-2	Slc25a25	82	sp|A2ASZ8-2|SCMC2_MOUSE Isoform 2 of Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25;sp|A2ASZ8-3|SCMC2_MOUSE Isoform 3 of Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25;
1094000	1296400	904630	1378000	1343600	1377400	903960	965380	1014700	1377100	1040700	1086500	1270200	1291600	1206600	919450	1226100	1048600	1223000	1198900	1206800	1315800	1600600	1406900	1299500	1148300	809450	1235000	1096500	1276300	1194400	1346300	973390	1325100	11	11	11	9.8	9.8	9.8	147.55	0	67.744	22	A2AT37	A2AT37		Upf2	83	sp|A2AT37|RENT2_MOUSE Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1
5398000	5977300	4053600	5873200	5594900	6470800	3906300	4094100	4521900	6369500	3762700	4514600	6264600	5240800	7400900	4684200	5250900	5552300	5972600	5168700	5558500	6149000	9282400	6762600	8686800	4606400	4496100	6116400	7124400	6640400	6132100	7034500	4477400	8167900	23	23	23	44	44	44	102.79	0	323.31	122	A2ATU0	A2ATU0	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	84	sp|A2ATU0|DHTK1_MOUSE Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Mus musculus OX=10090 GN=Dhtkd1 PE=1 SV=1
63698	64648	43766	70559	73686	75442	46767	51603	59188	79597	68488	59477	109450	83922	67231	63380	75302	70220	96340	68379	72577	86757	113670	89808	100980	73266	85390	125380	122140	84000	91040	111610	84343	100800	1	1	1	3.6	3.6	3.6	56.033	0	4.6639	5	A2AVZ9	A2AVZ9	Solute carrier family 43 member 3	Slc43a3	86	sp|A2AVZ9|S43A3_MOUSE Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3 PE=1 SV=1
649880	744390	492300	704210	715480	727360	400420	499850	521970	764260	467280	588690	786390	646120	780880	468610	640070	663910	832840	733320	845160	892440	1110700	896740	932980	695980	606800	812800	751440	869710	839460	957520	644530	872110	15	15	13	21.2	21.2	18.9	120.8	0	323.31	22	A2AWA9;A2AWA9-2;A2AWA9-3	A2AWA9;A2AWA9-2	Rab GTPase-activating protein 1	Rabgap1	87	sp|A2AWA9|RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1;sp|A2AWA9-2|RBGP1_MOUSE Isoform 2 of Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1
