Ink_P1	Ink_15	Ink_1	Ink_9	Ink_13	Ink_6	Ink_3	Ink_11	Ink_4	Ink_12	Ink_5	Ink_2	Ink_15	Ink_14	Ink_7	Ink_16	Ink_8	Ink_P2	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	7.8	7.8	7.8	33.477	0	5.4902	0	A2AIW0-5;A2AIW0-3;A2AIW0-4;A2AIW0-2;A2AIW0	A2AIW0-5;A2AIW0-3;A2AIW0-4;A2AIW0-2;A2AIW0	Serologically defined colon cancer antigen 3 homolog	Sdccag3	51	sp|A2AIW0-5|ENTR1_MOUSE Isoform 5 of Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1;sp|A2AIW0-3|ENTR1_MOUSE Isoform 3 of Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1;sp|A2AIW0-4|ENTR1_MOUSE Is
51083	68124	85123	68809	70038	85946	86880	79046	81215	80142	79075	74968	78159	75772	73759	66601	70584	61312	-1	6	6	6	12.3	12.3	12.3	75.149	0	121.79	5	A2AJ15	A2AJ15	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	Man1b1	52	sp|A2AJ15|MA1B1_MOUSE Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Mus musculus OX=10090 GN=Man1b1 PE=1 SV=1
2855.69995117188	6360.7001953125	7051.7998046875	5922.7998046875	5023.5	5919.39990234375	5623.89990234375	4882.39990234375	5001.7001953125	5083.89990234375	5324.10009765625	4678.7001953125	5143.2001953125	6494.10009765625	6362.60009765625	3513.60009765625	6011.5	4473.89990234375	-1	3	3	3	4.4	4.4	4.4	150.49	0	108.58	2	A2AJ88;A2AJ88-2;A2AJ88-3	A2AJ88;A2AJ88-2	Patatin-like phospholipase domain-containing protein 7	Pnpla7	53	sp|A2AJ88|PLPL7_MOUSE Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7 PE=1 SV=1;sp|A2AJ88-2|PLPL7_MOUSE Isoform 2 of Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7
364720	527480	669100	515050	566330	598940	427490	505190	659850	499440	621450	550290	594030	580390	649350	443090	369910	397490	-1	38	38	38	47.9	47.9	47.9	107.18	0	323.31	41	A2AJA9;A2AJA9-2	A2AJA9;A2AJA9-2	Uncharacterized protein C9orf172 homolog	Gm996	54	sp|A2AJA9|AJM1_MOUSE Apical junction component 1 homolog OS=Mus musculus OX=10090 GN=Ajm1 PE=1 SV=1;sp|A2AJA9-2|AJM1_MOUSE Isoform 2 of Apical junction component 1 homolog OS=Mus musculus OX=10090 GN=Ajm1
84630	101350	157120	121870	116580	157500	152270	120760	146520	116470	117090	137700	141500	140290	133670	117350	140090	99356	-1	22	22	22	32.7	32.7	32.7	93.275	0	323.31	17	A2AJI0;A2AJI0-2	A2AJI0;A2AJI0-2	MAP7 domain-containing protein 1	Map7d1	55	sp|A2AJI0|MA7D1_MOUSE MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1;sp|A2AJI0-2|MA7D1_MOUSE Isoform 2 of MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1
3878.69995117188	6332.89990234375	6183.5	5037.60009765625	5222.39990234375	6791.2001953125	4689.89990234375	5206.2001953125	5941.10009765625	3049	4033.89990234375	5308.60009765625	6441.7998046875	5594.39990234375	5306.89990234375	4987.60009765625	6020.7001953125	4913.60009765625	-1	3	3	3	6.5	6.5	6.5	60.336	0	18.213	3	A2AJL3;A2AJL3-2	A2AJL3;A2AJL3-2	FGGY carbohydrate kinase domain-containing protein	Fggy	56	sp|A2AJL3|FGGY_MOUSE FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy PE=1 SV=1;sp|A2AJL3-2|FGGY_MOUSE Isoform 2 of FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy
8656	9495.400390625	12495	9327.7001953125	11806	12382	9735.7001953125	10418	13486	11559	10870	11051	11617	12193	13585	9088.7001953125	7427.5	8677.900390625	-1	4	4	4	6.8	6.8	6.8	92.114	0	298.32	3	A2AJT4	A2AJT4	Arginine/serine-rich protein PNISR	Pnisr	57	sp|A2AJT4|PNISR_MOUSE Arginine/serine-rich protein PNISR OS=Mus musculus OX=10090 GN=Pnisr PE=1 SV=1
NaN	311.779998779297	296.609985351563	239.050003051758	199.460006713867	NaN	259.799987792969	NaN	516.179992675781	611.890014648438	NaN	283.920013427734	NaN	NaN	247.029998779297	NaN	296.220001220703	475.880004882813	-1	2	2	2	2.5	2.5	2.5	169.21	0.0010674	2.4733	2	A2AKB4	A2AKB4	FERM and PDZ domain-containing protein 1	Frmpd1	58	sp|A2AKB4|FRPD1_MOUSE FERM and PDZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Frmpd1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	20.4	20.4	20.4	23.289	0	7.6938	0	A2AKB9-4;A2AKB9-2;A2AKB9	A2AKB9-4;A2AKB9-2;A2AKB9	DDB1- and CUL4-associated factor 10	Dcaf10	59	sp|A2AKB9-4|DCA10_MOUSE Isoform 4 of DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10;sp|A2AKB9-2|DCA10_MOUSE Isoform 2 of DDB1- and CUL4-associated factor 10 OS=Mus musculus OX=10090 GN=Dcaf10;sp|A2AKB9|DCA10_MOUSE DDB1- and CUL4-ass
8897	13272	20006	15445	15665	17701	13133	12429	16422	13044	15122	14643	14858	14979	17145	9832.2001953125	9563.5	12071	-1	5	5	5	3.1	3.1	3.1	198.95	0	8.5555	5	A2AKG8;A2AKG8-2	A2AKG8	Focadhesin	Focad	60	sp|A2AKG8|FOCAD_MOUSE Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1
109050	148900	184330	166990	124350	182090	145080	143500	174710	177250	172440	186780	175770	170300	192160	185920	200950	129950	-1	2	2	2	8.3	8.3	8.3	44.771	0	7.3091	3	A2ALI5	A2ALI5	Adherens junction-associated protein 1	Ajap1	61	sp|A2ALI5|AJAP1_MOUSE Adherens junction-associated protein 1 OS=Mus musculus OX=10090 GN=Ajap1 PE=2 SV=1
37843	62341	72231	55124	41727	57983	43610	52892	72361	51268	72289	61510	58020	68583	74151	61503	59630	44732	-1	6	6	6	8.9	8.9	8.9	103.89	0	20.113	5	A2ALK8	A2ALK8	Tyrosine-protein phosphatase non-receptor type 3	Ptpn3	62	sp|A2ALK8|PTN3_MOUSE Tyrosine-protein phosphatase non-receptor type 3 OS=Mus musculus OX=10090 GN=Ptpn3 PE=1 SV=1
738080	831720	1208500	993790	1022200	1159500	948780	837120	1107100	1043400	993600	1120300	1105300	1011100	1096000	1029300	1070700	782590	-1	22	22	21	37.9	37.9	36.8	73.432	0	323.31	26	A2ALS5;A2ALS5-3;A2ALS5-2;A2ALS5-4	A2ALS5;A2ALS5-3;A2ALS5-2;A2ALS5-4	Rap1 GTPase-activating protein 1	Rap1gap	63	sp|A2ALS5|RPGP1_MOUSE Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap PE=1 SV=2;sp|A2ALS5-3|RPGP1_MOUSE Isoform 3 of Rap1 GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rap1gap;sp|A2ALS5-2|RPGP1_MOUSE Isoform 2 of Rap1 GTPase-
286780	358110	502270	386120	392950	434440	405680	361120	470620	402400	409120	385230	419920	417130	436350	344890	354870	292540	-1	23	23	4	18.1	18.1	4.9	164.7	0	232.93	26	A2ALU4;Q1W617-2;Q1W617	A2ALU4	Protein Shroom2	Shroom2	64	sp|A2ALU4|SHRM2_MOUSE Protein Shroom2 OS=Mus musculus OX=10090 GN=Shroom2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	20	1	1	45.1	3.4	3.4	50.642	0	90.024	0	A2ALU4-2	A2ALU4-2	Protein Shroom2	Shroom2	65	sp|A2ALU4-2|SHRM2_MOUSE Isoform 2 of Protein Shroom2 OS=Mus musculus OX=10090 GN=Shroom2
10930	16307	14507	13775	15921	15075	13989	12188	17544	15822	15126	14155	12871	13657	17207	13965	14330	9972.2001953125	-1	2	2	2	5.4	5.4	5.4	63.375	0	28.204	2	A2AM29	A2AM29	Protein AF-9	Mllt3	66	sp|A2AM29|AF9_MOUSE Protein AF-9 OS=Mus musculus OX=10090 GN=Mllt3 PE=1 SV=1
29524	41047	48932	43978	36626	48842	51139	33832	62889	44824	45393	46227	48918	39545	56334	45929	48615	24609	-1	1	1	1	24.3	24.3	24.3	7.7849	0	35.827	1	A2AMZ4	A2AMZ4	Uncharacterized protein C17orf89 homolog		67	sp|A2AMZ4|NDUF8_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8 OS=Mus musculus OX=10090 GN=Ndufaf8 PE=1 SV=1
418240	562010	712190	590210	589590	713020	640190	586630	668020	609910	602080	644370	623740	654130	676500	619240	602710	512500	-1	66	66	66	15.7	15.7	15.7	575.17	0	323.31	83	A2AN08-5;A2AN08-3;A2AN08;A2AN08-2;A2AN08-4	A2AN08-5;A2AN08-3;A2AN08;A2AN08-2	E3 ubiquitin-protein ligase UBR4	Ubr4	68	sp|A2AN08-5|UBR4_MOUSE Isoform 5 of E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4;sp|A2AN08-3|UBR4_MOUSE Isoform 3 of E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4;sp|A2AN08|UBR4_MOUSE E3 ubiquitin-protein ligase UBR
8545.7998046875	13568	12171	11892	12255	11046	15590	11754	12932	12146	14091	10531	9362.900390625	12140	14991	10904	15380	8203.2001953125	-1	5	5	5	23.6	23.6	23.6	28.456	0	35.345	3	A2ANU3	A2ANU3	Synapse differentiation-inducing gene protein 1	Syndig1	69	sp|A2ANU3|SYNG1_MOUSE Synapse differentiation-inducing gene protein 1 OS=Mus musculus OX=10090 GN=Syndig1 PE=1 SV=1
1349.40002441406	769.909973144531	2268.30004882813	2400	1509.80004882813	1365.19995117188	983.510009765625	1829.80004882813	2359.89990234375	1511.5	1274.30004882813	1234.30004882813	1334.90002441406	1484.09997558594	1665.90002441406	1151.69995117188	1348.59997558594	1093.30004882813	-1	32	1	1	36.5	0.9	0.9	136.32	0.00081081	2.7204	1	A2AP18-2;A2AP18-4;A2AP18;A2AP18-5;Q4KWH5-5	A2AP18-2;A2AP18-4;A2AP18;A2AP18-5	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2	Plch2	70	sp|A2AP18-2|PLCH2_MOUSE Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 OS=Mus musculus OX=10090 GN=Plch2;sp|A2AP18-4|PLCH2_MOUSE Isoform 4 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 OS=Mus musculus OX=1
480210	613110	886360	706830	657310	867840	551620	602060	789270	655840	671760	627240	729890	672800	760080	606920	686480	505800	-1	32	32	1	36.5	36.5	1.3	137.73	0	323.31	30	A2AP18-3	A2AP18-3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2	Plch2	71	sp|A2AP18-3|PLCH2_MOUSE Isoform 3 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 OS=Mus musculus OX=10090 GN=Plch2
18939	19149	24812	28517	23169	27735	37083	24290	25450	25329	22099	27936	28965	30046	25871	23022	23893	19006	-1	7	7	7	17.1	17.1	17.1	83.589	0	54.168	8	A2APT9	A2APT9	Kelch domain-containing protein 7A	Klhdc7a	72	sp|A2APT9|KLD7A_MOUSE Kelch domain-containing protein 7A OS=Mus musculus OX=10090 GN=Klhdc7a PE=1 SV=3
905730	1231200	1468200	1339400	1229100	1464300	1941500	1266800	1513400	1263800	1277200	1343200	1330000	1344400	1459400	1134600	1231100	1107200	-1	21	21	14	20.3	20.3	14.2	123.98	0	101.17	25	A2APV2-3;A2APV2-2;A2APV2;Q6ZPF4-2	A2APV2-3;A2APV2-2;A2APV2	Formin-like protein 2	Fmnl2	73	sp|A2APV2-3|FMNL2_MOUSE Isoform 3 of Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2;sp|A2APV2-2|FMNL2_MOUSE Isoform 2 of Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2;sp|A2APV2|FMNL2_MOUSE Formin-like protein 2 OS=Mus musculus OX=10090 G
184080	287520	286610	227490	258900	240960	395380	304390	298220	254670	259150	298450	256360	333860	315740	283260	350220	229490	-1	31	21	20	14.7	11	10	226	0	323.31	14	A2APX8-3;A2APX8-2;A2APX8;Q9JJV9-2;Q9JJV9	A2APX8-3;A2APX8-2;A2APX8	Sodium channel protein	Scn1a	74	sp|A2APX8-3|SCN1A_MOUSE Isoform 3 of Sodium channel protein type 1 subunit alpha OS=Mus musculus OX=10090 GN=Scn1a;sp|A2APX8-2|SCN1A_MOUSE Isoform 2 of Sodium channel protein type 1 subunit alpha OS=Mus musculus OX=10090 GN=Scn1a;sp|A2APX8|SCN1A_MOUSE Sodi
24959	35569	41002	36512	40676	50052	41052	36493	40998	37610	43843	42417	37596	38147	40610	38643	43164	30496	-1	3	3	3	9.9	9.9	9.9	38.404	0	7.2351	6	A2APY7;A2APY7-2	A2APY7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5	Ndufaf5	75	sp|A2APY7|NDUF5_MOUSE Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	7	1	1	13.3	4.9	4.9	50.44	0	323.31	0	A2AQ07	A2AQ07	Tubulin beta-1 chain	Tubb1	76	sp|A2AQ07|TBB1_MOUSE Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1
39566	52073	67546	54436	61471	64813	52428	49896	66052	56495	52519	60664	53597	64968	68602	61280	60606	50089	-1	6	6	6	10.2	10.2	10.2	80.796	0	27.663	6	A2AQ19	A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	77	sp|A2AQ19|RTF1_MOUSE RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1
485750	632780	773430	611350	584110	700660	545440	643840	811490	639770	706730	640710	669980	721500	825530	695820	739920	518810	-1	37	37	37	24.1	24.1	24.1	213.03	0	323.31	39	A2AQ25;A2AQ25-4;A2AQ25-3;A2AQ25-2;A2AQ25-8;A2AQ25-6;A2AQ25-5;A2AQ25-9;A2AQ25-7	A2AQ25;A2AQ25-4;A2AQ25-3;A2AQ25-2;A2AQ25-8;A2AQ25-6;A2AQ25-5;A2AQ25-9	Sickle tail protein	Skt	78	sp|A2AQ25|SKT_MOUSE Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1;sp|A2AQ25-4|SKT_MOUSE Isoform 4 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;sp|A2AQ25-3|SKT_MOUSE Isoform 3 of Sickle tail protein OS=Mus musculus OX=10090 GN=Skt;
561.47998046875	1594.09997558594	1388.40002441406	866.830017089844	1258.09997558594	853.789978027344	1412.90002441406	1139.40002441406	1782.59997558594	1071	1822.5	871.530029296875	932.780029296875	1452.80004882813	1079.90002441406	340.809997558594	NaN	695.849975585938	-1	2	1	1	1.2	0.8	0.8	221.49	0.00027945	3.4111	2	A2AQP0	A2AQP0	Myosin-7B	Myh7b	79	sp|A2AQP0|MYH7B_MOUSE Myosin-7B OS=Mus musculus OX=10090 GN=Myh7b PE=3 SV=1
102920	132750	168070	139110	139420	147500	136250	141880	181940	132610	125250	131440	147060	143720	171110	141880	152250	108600	-1	9	9	9	16.6	16.6	16.6	88.324	0	81.332	6	A2AR02	A2AR02	Peptidyl-prolyl cis-trans isomerase G	Ppig	80	sp|A2AR02|PPIG_MOUSE Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1
51403	65895	94233	81736	80837	92630	70657	71299	92277	73246	84494	71536	90646	80885	94332	77435	91576	63047	-1	3	3	3	6.8	6.8	6.8	55.978	0	6.3312	4	A2AR50-2;A2AR50-3;A2AR50;A2AR50-4	A2AR50-2;A2AR50-3;A2AR50;A2AR50-4	Ras-specific guanine nucleotide-releasing factor RalGPS1	Ralgps1	81	sp|A2AR50-2|RGPS1_MOUSE Isoform 2 of Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus OX=10090 GN=Ralgps1;sp|A2AR50-3|RGPS1_MOUSE Isoform 3 of Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus OX=10090 GN=Ralg
106740	131330	161870	139430	125620	143690	172820	142320	169930	136930	146490	150070	153320	143000	169180	142660	171850	113320	-1	17	17	15	18	18	16.3	157.55	0	314.5	14	A2ARP1-3;A2ARP1-2;A2ARP1;A2ARP1-7;A2ARP1-6;A2ARP1-5	A2ARP1-3;A2ARP1-2;A2ARP1;A2ARP1-7	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	Ppip5k1	83	sp|A2ARP1-3|VIP1_MOUSE Isoform 3 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Mus musculus OX=10090 GN=Ppip5k1;sp|A2ARP1-2|VIP1_MOUSE Isoform 2 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
107470	64620	290850	257770	146210	201140	103450	76716	173640	212360	168260	229480	183000	125120	194360	241570	272800	116910	-1	7	7	7	20.8	20.8	20.8	41.067	0	69.396	6	A2ARS0	A2ARS0	Ankyrin repeat domain-containing protein 63	Ankrd63	84	sp|A2ARS0|ANR63_MOUSE Ankyrin repeat domain-containing protein 63 OS=Mus musculus OX=10090 GN=Ankrd63 PE=1 SV=1
2138.39990234375	2225.69995117188	2787.39990234375	2574.19995117188	1922.69995117188	2842.69995117188	3177.80004882813	2101.19995117188	5291	2614.19995117188	2536.89990234375	3092.5	3991.60009765625	2320.69995117188	2327.69995117188	1385	1006.5	1454.19995117188	-1	1	1	1	7	7	7	21.083	0.009631	1.3388	1	A2AS55-2;A2AS55	A2AS55-2;A2AS55	Ankyrin repeat domain-containing protein 16	Ankrd16	85	sp|A2AS55-2|ANR16_MOUSE Isoform 2 of Ankyrin repeat domain-containing protein 16 OS=Mus musculus OX=10090 GN=Ankrd16;sp|A2AS55|ANR16_MOUSE Ankyrin repeat domain-containing protein 16 OS=Mus musculus OX=10090 GN=Ankrd16 PE=1 SV=1
2416.69995117188	2235.80004882813	4132.10009765625	3292.30004882813	2166.89990234375	5632.60009765625	899.190002441406	1649.30004882813	4116.7998046875	2949.69995117188	3598.80004882813	3145	3332.10009765625	3201.89990234375	2943.10009765625	1168.5	554.320007324219	2645.19995117188	-1	20	6	6	9.6	4.2	4.2	220.88	0	323.01	1	A2ASI5;A2ASI5-3;A2ASI5-2	A2ASI5;A2ASI5-3;A2ASI5-2	Sodium channel protein	Scn3a	86	sp|A2ASI5|SCN3A_MOUSE Sodium channel protein type 3 subunit alpha OS=Mus musculus OX=10090 GN=Scn3a PE=1 SV=1;sp|A2ASI5-3|SCN3A_MOUSE Isoform 3 of Sodium channel protein type 3 subunit alpha OS=Mus musculus OX=10090 GN=Scn3a;sp|A2ASI5-2|SCN3A_MOUSE Isoform
277360	354430	421170	348030	387150	394840	429330	375040	450790	360970	355230	376160	388620	368450	423220	329260	343830	300220	-1	38	38	38	30.6	30.6	30.6	198.33	0	308.43	49	A2ASQ1-3;A2ASQ1-2;A2ASQ1	A2ASQ1-3;A2ASQ1-2;A2ASQ1	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	Agrn	87	sp|A2ASQ1-3|AGRIN_MOUSE Isoform 3 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1-2|AGRIN_MOUSE Isoform 2 of Agrin OS=Mus musculus OX=10090 GN=Agrn;sp|A2ASQ1|AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1
179280	221880	267910	227960	259760	310740	485290	241900	245480	249780	198370	248040	270520	269060	256130	243620	289910	182160	-1	13	12	12	29.7	28.1	28.1	56.077	0	55.955	14	A2ASZ8-5;A2ASZ8-4;A2ASZ8-3;A2ASZ8;A2ASZ8-2	A2ASZ8-5;A2ASZ8-4;A2ASZ8-3;A2ASZ8;A2ASZ8-2	Calcium-binding mitochondrial carrier protein SCaMC-2	Slc25a25	88	sp|A2ASZ8-5|SCMC2_MOUSE Isoform 5 of Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25;sp|A2ASZ8-4|SCMC2_MOUSE Isoform 4 of Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus OX=10090 GN=Slc25a25;
217550	286810	369460	335410	326560	367120	357170	312700	356050	322210	311780	345950	356870	358920	375170	330630	399200	255760	-1	10	10	10	7.2	7.2	7.2	147.55	0	26.204	12	A2AT37	A2AT37		Upf2	89	sp|A2AT37|RENT2_MOUSE Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1
6661.39990234375	8274.7001953125	11024	10814	8801	10809	11672	9502	10497	10167	8707.2001953125	10449	14504	10633	10849	9256.900390625	13112	8707.2998046875	-1	1	1	1	1.6	1.6	1.6	102.79	0	10.248	1	A2ATU0	A2ATU0	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	90	sp|A2ATU0|DHTK1_MOUSE Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Mus musculus OX=10090 GN=Dhtkd1 PE=1 SV=1
307.299987792969	438.690002441406	674.630004882813	578.960021972656	708.989990234375	759.900024414063	657.070007324219	369.200012207031	477.170013427734	257.25	793.530029296875	498.230010986328	314.980010986328	576.140014648438	681.820007324219	570.52001953125	869.219970703125	403.470001220703	-1	1	1	1	9.7	9.7	9.7	23.752	0.00014267	3.9583	1	A2AUU0-5;A2AUU0;A2AUU0-2;A2AUU0-4;A2AUU0-3	A2AUU0-5;A2AUU0;A2AUU0-2;A2AUU0-4;A2AUU0-3	Methyltransferase-like protein 8	Mettl8	91	sp|A2AUU0-5|METL8_MOUSE Isoform 5 of mRNA N(3)-methylcytidine methyltransferase METTL8 OS=Mus musculus OX=10090 GN=Mettl8;sp|A2AUU0|METL8_MOUSE mRNA N(3)-methylcytidine methyltransferase METTL8 OS=Mus musculus OX=10090 GN=Mettl8 PE=1 SV=2;sp|A2AUU0-2|METL8
1475.90002441406	2504.69995117188	2543.30004882813	3453.39990234375	2434.80004882813	2751.10009765625	1514.19995117188	2328.60009765625	2972	2321.10009765625	2478.60009765625	1845.90002441406	4256.5	2908.89990234375	1835.59997558594	1693.5	1255.69995117188	1696.5	-1	3	3	3	7.8	7.8	7.8	50.601	0	23.335	2	A2AV25;A2AV25-2	A2AV25	Fibrinogen C domain-containing protein 1	Fibcd1	92	sp|A2AV25|FBCD1_MOUSE Fibrinogen C domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fibcd1 PE=2 SV=1
633460	822250	1048600	914460	823530	1053600	841550	838240	1006600	869150	948010	920730	928810	961790	987680	884470	814620	706400	-1	25	25	22	31.9	31.9	28.8	120.8	0	323.31	24	A2AWA9;A2AWA9-2;A2AWA9-3	A2AWA9;A2AWA9-2	Rab GTPase-activating protein 1	Rabgap1	93	sp|A2AWA9|RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1;sp|A2AWA9-2|RBGP1_MOUSE Isoform 2 of Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1
46447	60401	71953	63845	72206	76601	63897	61531	85143	63738	70806	68384	67644	65406	80108	51063	46005	54803	-1	3	3	3	4.2	4.2	4.2	134.79	0	8.3558	4	A2AWP8-3;A2AWP8-2;A2AWP8-4;A2AWP8;A2AWP8-5	A2AWP8-3;A2AWP8-2;A2AWP8-4;A2AWP8;A2AWP8-5	Rho guanine nucleotide exchange factor 10-like protein	Arhgef10l	94	sp|A2AWP8-3|ARGAL_MOUSE Isoform 3 of Rho guanine nucleotide exchange factor 10-like protein OS=Mus musculus OX=10090 GN=Arhgef10l;sp|A2AWP8-2|ARGAL_MOUSE Isoform 2 of Rho guanine nucleotide exchange factor 10-like protein OS=Mus musculus OX=10090 GN=Arhgef
124080	146600	177210	160920	158220	182590	156690	145640	189910	147950	145800	154170	174120	162560	178380	128430	118600	130100	-1	15	15	15	37.8	37.8	37.8	49.374	0	59.635	23	A2BDX3	A2BDX3	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	Mocs3	95	sp|A2BDX3|MOCS3_MOUSE Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1
9823.7001953125	13113	14545	15139	14823	16044	12422	14093	18941	14347	12526	13812	16462	15578	15223	13099	15054	11185	-1	4	4	4	7.1	7.1	7.1	87.577	0	9.7794	4	A2BE28-2;A2BE28	A2BE28-2;A2BE28	Ribosomal biogenesis protein LAS1L	Las1l	96	sp|A2BE28-2|LAS1L_MOUSE Isoform 2 of Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l;sp|A2BE28|LAS1L_MOUSE Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1
229750	290470	412960	346860	325960	389600	324250	306800	402570	337870	341270	355040	342650	351830	407640	327820	328210	287770	-1	26	26	23	16.3	16.3	14.3	242.09	0	323.31	23	A2BH40;A2BH40-3;A2BH40-4;A2BH40-2	A2BH40;A2BH40-3;A2BH40-4;A2BH40-2	AT-rich interactive domain-containing protein 1A	Arid1a	97	sp|A2BH40|ARI1A_MOUSE AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1;sp|A2BH40-3|ARI1A_MOUSE Isoform 3 of AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a;sp|A2BH40-4|ARI1A_M
